1151	surname-91880  	firstname-31142	Lower Hutt     	1
1152	surname-92431  	firstname-31882	Lower Hutt     	2
1153	surname-17972  	firstname-51309	Lower Hutt     	2
1154	surname-70031  	firstname-12889	Wellington     	0
1155	surname-72953  	firstname-14958	Upper Hutt     	4
1156	surname-97208  	firstname-98618	Lower Hutt     	4
1157	surname-57312  	firstname-60180	Wellington     	1
1158	surname-47048  	firstname-56448	Upper Hutt     	2
1159	surname-55218  	firstname-44894	Wellington     	3
1160	surname-10344  	firstname-60118	Upper Hutt     	3
1161	surname-79680  	firstname-31650	Lower Hutt     	4
1162	surname-64333  	firstname-58523	Upper Hutt     	0
1163	surname-99542  	firstname-43275	Lower Hutt     	2
1164	surname-53588  	firstname-10071	Wellington     	3
1165	surname-90740  	firstname-81783	Upper Hutt     	1
1166	surname-84099  	firstname-62999	Wellington     	1
1167	surname-24337  	firstname-24963	Wellington     	2
1168	surname-38389  	firstname-30183	Lower Hutt     	1
1169	surname-48669  	firstname-71936	Lower Hutt     	4
1170	surname-22816  	firstname-82509	Wellington     	2
1171	surname-43711  	firstname-95896	Wellington     	2
1172	surname-91744  	firstname-12692	Upper Hutt     	1
1173	surname-94082  	firstname-79771	Lower Hutt     	0
1174	surname-53606  	firstname-47649	Upper Hutt     	2
1175	surname-96240  	firstname-72787	Wellington     	3
1176	surname-75568  	firstname-60074	Lower Hutt     	2
1177	surname-82991  	firstname-27656	Wellington     	3
1178	surname-19669  	firstname-20821	Upper Hutt     	2
1179	surname-45814  	firstname-91263	Upper Hutt     	3
1180	surname-20324  	firstname-90566	Wellington     	2
1181	surname-35777  	firstname-40983	Upper Hutt     	1
1182	surname-30823  	firstname-46516	Wellington     	1
1183	surname-22531  	firstname-80203	Upper Hutt     	1
1184	surname-15803  	firstname-74894	Wellington     	0
1185	surname-15588  	firstname-54674	Upper Hutt     	3
1186	surname-65521  	firstname-71148	Wellington     	1
1187	surname-37707  	firstname-41558	Wellington     	1
1188	surname-15259  	firstname-98378	Upper Hutt     	3
1189	surname-90927  	firstname-88028	Lower Hutt     	3
1190	surname-76185  	firstname-96520	Lower Hutt     	4
1191	surname-28703  	firstname-17362	Wellington     	2
1192	surname-88936  	firstname-18617	Upper Hutt     	1
1193	surname-94588  	firstname-43508	Wellington     	1
1194	surname-82933  	firstname-21996	Wellington     	0
1195	surname-16911  	firstname-45356	Upper Hutt     	3
1196	surname-79032  	firstname-81521	Upper Hutt     	1
1197	surname-67644  	firstname-46377	Lower Hutt     	0
1198	surname-82383  	firstname-78533	Wellington     	0
1199	surname-28074  	firstname-52540	Upper Hutt     	3
1200	surname-76618  	firstname-72919	Wellington     	1
1201	surname-73478  	firstname-68940	Upper Hutt     	3
1202	surname-40884  	firstname-36093	Wellington     	2
1203	surname-46913  	firstname-17658	Wellington     	2
1204	surname-63575  	firstname-70438	Lower Hutt     	3
1205	surname-55647  	firstname-71536	Lower Hutt     	5
1206	surname-94943  	firstname-87009	Upper Hutt     	0
1207	surname-13729  	firstname-89003	Lower Hutt     	1
1208	surname-38620  	firstname-61282	Upper Hutt     	2
1209	surname-80984  	firstname-42712	Upper Hutt     	2
1210	surname-56893  	firstname-57806	Wellington     	1
1211	surname-34994  	firstname-11605	Wellington     	3
1212	surname-57118  	firstname-70864	Upper Hutt     	2
1213	surname-56038  	firstname-54790	Lower Hutt     	1
1214	surname-46842  	firstname-92738	Upper Hutt     	1
1215	surname-29772  	firstname-18879	Wellington     	0
1216	surname-12112  	firstname-94731	Upper Hutt     	1
1217	surname-26886  	firstname-70428	Wellington     	8
1218	surname-87836  	firstname-53179	Upper Hutt     	2
1219	surname-38217  	firstname-72870	Lower Hutt     	1
1220	surname-96732  	firstname-80100	Upper Hutt     	5
1221	surname-40380  	firstname-86886	Upper Hutt     	0
1222	surname-39830  	firstname-20634	Lower Hutt     	3
1223	surname-51192  	firstname-44341	Lower Hutt     	1
1224	surname-99967  	firstname-55964	Upper Hutt     	1
1225	surname-63160  	firstname-33496	Lower Hutt     	2
1226	surname-62471  	firstname-58223	Upper Hutt     	1
1227	surname-66203  	firstname-29106	Wellington     	1
1228	surname-31314  	firstname-68476	Upper Hutt     	0
1229	surname-96915  	firstname-33243	Upper Hutt     	2
1230	surname-74650  	firstname-36157	Upper Hutt     	3
1231	surname-61661  	firstname-60284	Lower Hutt     	0
1232	surname-99846  	firstname-94787	Lower Hutt     	1
1233	surname-47823  	firstname-64158	Lower Hutt     	2
1234	surname-95050  	firstname-72629	Wellington     	0
1235	surname-14383  	firstname-32116	Upper Hutt     	3
1236	surname-29330  	firstname-76394	Wellington     	0
1237	surname-19244  	firstname-92479	Wellington     	3
1238	surname-87889  	firstname-15383	Lower Hutt     	1
1239	surname-70959  	firstname-91622	Lower Hutt     	0
1240	surname-65067  	firstname-73435	Wellington     	4
1241	surname-47647  	firstname-52344	Upper Hutt     	0
1242	surname-51348  	firstname-52396	Upper Hutt     	2
1243	surname-85668  	firstname-21476	Wellington     	5
1244	surname-45085  	firstname-44826	Wellington     	3
1245	surname-91885  	firstname-35970	Upper Hutt     	1
1246	surname-52205  	firstname-28984	Lower Hutt     	0
1247	surname-81919  	firstname-50667	Upper Hutt     	1
1248	surname-22757  	firstname-15157	Wellington     	4
1249	surname-86203  	firstname-23068	Wellington     	5
1250	surname-67024  	firstname-48474	Wellington     	4
1251	surname-19245  	firstname-97448	Lower Hutt     	2
1252	surname-88606  	firstname-71827	Wellington     	2
1253	surname-81813  	firstname-45613	Wellington     	4
1254	surname-54811  	firstname-44925	Wellington     	2
1255	surname-63428  	firstname-32347	Upper Hutt     	5
1256	surname-54720  	firstname-43055	Upper Hutt     	3
1257	surname-27820  	firstname-68276	Lower Hutt     	2
1258	surname-92106  	firstname-77593	Lower Hutt     	1
1259	surname-65526  	firstname-25528	Lower Hutt     	2
1260	surname-44679  	firstname-17190	Lower Hutt     	1
1261	surname-78743  	firstname-79100	Upper Hutt     	1
1262	surname-12596  	firstname-93369	Upper Hutt     	1
1263	surname-71395  	firstname-78458	Wellington     	1
1264	surname-41950  	firstname-10040	Lower Hutt     	1
1265	surname-94325  	firstname-95438	Upper Hutt     	0
1266	surname-15034  	firstname-45879	Wellington     	0
1267	surname-14489  	firstname-13190	Upper Hutt     	3
1268	surname-19830  	firstname-48726	Lower Hutt     	1
1269	surname-27196  	firstname-90027	Upper Hutt     	1
1270	surname-46074  	firstname-60767	Wellington     	1
1271	surname-40396  	firstname-87348	Lower Hutt     	3
1272	surname-52930  	firstname-99371	Upper Hutt     	0
1273	surname-77978  	firstname-30565	Wellington     	3
1274	surname-33080  	firstname-10889	Lower Hutt     	2
1275	surname-99511  	firstname-42011	Upper Hutt     	3
1276	surname-20210  	firstname-81375	Wellington     	1
1277	surname-17826  	firstname-74128	Lower Hutt     	2
1278	surname-29533  	firstname-25341	Upper Hutt     	3
1279	surname-63704  	firstname-71458	Upper Hutt     	2
1280	surname-84276  	firstname-62840	Wellington     	5
1281	surname-52584  	firstname-83719	Lower Hutt     	4
1282	surname-83163  	firstname-77059	Lower Hutt     	0
1283	surname-83564  	firstname-66268	Lower Hutt     	1
1284	surname-26805  	firstname-47561	Lower Hutt     	2
1285	surname-33019  	firstname-68460	Upper Hutt     	2
1286	surname-71320  	firstname-80062	Lower Hutt     	1
1287	surname-87528  	firstname-24365	Lower Hutt     	2
1288	surname-54549  	firstname-12397	Upper Hutt     	1
1289	surname-94145  	firstname-33729	Wellington     	2
1290	surname-96532  	firstname-85268	Wellington     	2
1291	surname-26748  	firstname-36107	Wellington     	0
1292	surname-61470  	firstname-97398	Wellington     	2
1293	surname-42658  	firstname-84693	Wellington     	2
1294	surname-37297  	firstname-68633	Upper Hutt     	2
1295	surname-95586  	firstname-82151	Upper Hutt     	3
1296	surname-33119  	firstname-13142	Wellington     	2
1297	surname-57689  	firstname-74057	Upper Hutt     	2
1298	surname-12773  	firstname-71882	Lower Hutt     	0
1299	surname-62201  	firstname-74180	Upper Hutt     	4
1300	surname-85090  	firstname-94567	Upper Hutt     	1
1301	surname-92591  	firstname-50818	Upper Hutt     	0
1302	surname-11230  	firstname-87109	Lower Hutt     	4
1303	surname-61663  	firstname-77794	Upper Hutt     	4
1304	surname-68061  	firstname-92007	Wellington     	2
1305	surname-15782  	firstname-59291	Lower Hutt     	2
1306	surname-98485  	firstname-46590	Upper Hutt     	4
1307	surname-68228  	firstname-78372	Lower Hutt     	0
1308	surname-37606  	firstname-24504	Upper Hutt     	0
1309	surname-88529  	firstname-36595	Lower Hutt     	0
1310	surname-34962  	firstname-88820	Lower Hutt     	5
1311	surname-76388  	firstname-79917	Wellington     	3
1312	surname-52791  	firstname-97768	Upper Hutt     	3
1313	surname-72172  	firstname-35851	Upper Hutt     	3
1314	surname-84196  	firstname-59261	Upper Hutt     	2
1315	surname-47095  	firstname-90353	Lower Hutt     	1
1316	surname-75458  	firstname-66862	Upper Hutt     	4
1317	surname-46862  	firstname-37395	Wellington     	0
1318	surname-55906  	firstname-66696	Wellington     	1
1319	surname-14316  	firstname-43800	Lower Hutt     	2
1320	surname-48179  	firstname-35029	Wellington     	1
1321	surname-75534  	firstname-21448	Lower Hutt     	1
1322	surname-99619  	firstname-75588	Lower Hutt     	2
1323	surname-36211  	firstname-35680	Lower Hutt     	2
1324	surname-61331  	firstname-31421	Lower Hutt     	1
1325	surname-82488  	firstname-16194	Wellington     	2
1326	surname-42939  	firstname-34917	Lower Hutt     	1
1327	surname-53556  	firstname-30683	Wellington     	4
1328	surname-60480  	firstname-49639	Upper Hutt     	1
1329	surname-56213  	firstname-29673	Wellington     	5
1330	surname-21024  	firstname-31026	Lower Hutt     	1
1331	surname-65978  	firstname-98716	Lower Hutt     	1
1332	surname-45657  	firstname-32648	Lower Hutt     	1
1333	surname-20073  	firstname-98539	Lower Hutt     	2
1334	surname-73175  	firstname-20834	Lower Hutt     	2
1335	surname-19278  	firstname-81344	Wellington     	0
1336	surname-70791  	firstname-33057	Lower Hutt     	0
1337	surname-31848  	firstname-58123	Lower Hutt     	0
1338	surname-28018  	firstname-32378	Upper Hutt     	5
1339	surname-56091  	firstname-67558	Lower Hutt     	0
1340	surname-99808  	firstname-59947	Wellington     	4
1341	surname-41173  	firstname-71636	Wellington     	0
1342	surname-46511  	firstname-83840	Wellington     	2
1343	surname-57816  	firstname-54171	Wellington     	1
1344	surname-37940  	firstname-11345	Upper Hutt     	1
1345	surname-46430  	firstname-97518	Lower Hutt     	1
1346	surname-87469  	firstname-90318	Upper Hutt     	1
1347	surname-80915  	firstname-92268	Wellington     	1
1348	surname-13464  	firstname-51200	Wellington     	2
1349	surname-49742  	firstname-15301	Lower Hutt     	3
1350	surname-12378  	firstname-53301	Wellington     	6
1351	surname-33640  	firstname-45419	Wellington     	2
1352	surname-55090  	firstname-51795	Lower Hutt     	2
1353	surname-12546  	firstname-27365	Wellington     	3
1354	surname-85357  	firstname-85428	Upper Hutt     	1
1355	surname-32303  	firstname-73586	Wellington     	2
1356	surname-23820  	firstname-18213	Upper Hutt     	3
1357	surname-79801  	firstname-18341	Lower Hutt     	2
1358	surname-27758  	firstname-31078	Lower Hutt     	6
1359	surname-89750  	firstname-56822	Upper Hutt     	0
1360	surname-38064  	firstname-88580	Wellington     	2
1361	surname-45039  	firstname-38517	Upper Hutt     	0
1362	surname-51175  	firstname-43284	Lower Hutt     	2
1363	surname-19853  	firstname-63569	Lower Hutt     	0
1364	surname-62210  	firstname-33306	Upper Hutt     	1
1365	surname-46790  	firstname-59877	Upper Hutt     	0
1366	surname-82904  	firstname-23235	Wellington     	4
1367	surname-30290  	firstname-54425	Upper Hutt     	3
1368	surname-58586  	firstname-36515	Wellington     	0
1369	surname-28705  	firstname-19882	Wellington     	2
1370	surname-64270  	firstname-63576	Wellington     	1
1371	surname-45612  	firstname-90662	Upper Hutt     	0
1372	surname-79285  	firstname-38192	Lower Hutt     	0
1373	surname-11902  	firstname-19365	Wellington     	6
1374	surname-74076  	firstname-59032	Wellington     	0
1375	surname-20349  	firstname-73758	Lower Hutt     	2
1376	surname-88933  	firstname-49270	Lower Hutt     	3
1377	surname-24494  	firstname-31990	Wellington     	3
1378	surname-46696  	firstname-45042	Wellington     	2
1379	surname-73610  	firstname-86416	Upper Hutt     	1
1380	surname-84372  	firstname-58903	Wellington     	3
1381	surname-17873  	firstname-43598	Upper Hutt     	0
1382	surname-51524  	firstname-81402	Wellington     	2
1383	surname-90098  	firstname-46340	Upper Hutt     	0
1384	surname-61830  	firstname-88051	Wellington     	1
1385	surname-20757  	firstname-34820	Lower Hutt     	2
1386	surname-91247  	firstname-42459	Lower Hutt     	1
1387	surname-48057  	firstname-17152	Upper Hutt     	3
1388	surname-91800  	firstname-11063	Lower Hutt     	2
1389	surname-55446  	firstname-16261	Upper Hutt     	1
1390	surname-85832  	firstname-41092	Lower Hutt     	1
1391	surname-17059  	firstname-52007	Upper Hutt     	2
1392	surname-77167  	firstname-56209	Lower Hutt     	0
1393	surname-87479  	firstname-59120	Wellington     	5
1394	surname-47897  	firstname-44261	Wellington     	0
1395	surname-93485  	firstname-98393	Lower Hutt     	1
1396	surname-11026  	firstname-14944	Upper Hutt     	3
1397	surname-76569  	firstname-95985	Lower Hutt     	2
1398	surname-64811  	firstname-50269	Wellington     	2
1399	surname-55376  	firstname-85021	Wellington     	2
1400	surname-44767  	firstname-62132	Wellington     	1
1401	surname-88017  	firstname-99949	Wellington     	2
1402	surname-58715  	firstname-54270	Upper Hutt     	2
1403	surname-40501  	firstname-39525	Wellington     	0
1404	surname-42363  	firstname-21486	Lower Hutt     	2
1405	surname-63429  	firstname-43372	Lower Hutt     	3
1406	surname-50372  	firstname-28978	Lower Hutt     	0
1407	surname-71355  	firstname-65735	Wellington     	3
1408	surname-59629  	firstname-42750	Lower Hutt     	3
1409	surname-10474  	firstname-19073	Wellington     	4
1410	surname-76628  	firstname-32890	Wellington     	1
1411	surname-64913  	firstname-49478	Lower Hutt     	3
1412	surname-91188  	firstname-42470	Lower Hutt     	4
1413	surname-30865  	firstname-84163	Lower Hutt     	2
1414	surname-72161  	firstname-82715	Upper Hutt     	2
1415	surname-25286  	firstname-93740	Wellington     	3
1416	surname-20902  	firstname-32052	Lower Hutt     	2
1417	surname-35999  	firstname-65240	Upper Hutt     	2
1418	surname-89521  	firstname-39910	Upper Hutt     	5
1419	surname-43408  	firstname-59184	Upper Hutt     	2
1420	surname-83410  	firstname-68764	Wellington     	1
1421	surname-80732  	firstname-62732	Lower Hutt     	1
1422	surname-42866  	firstname-83568	Upper Hutt     	2
1423	surname-94415  	firstname-38579	Upper Hutt     	0
1424	surname-80682  	firstname-84559	Lower Hutt     	1
1425	surname-91020  	firstname-62491	Lower Hutt     	0
1426	surname-10620  	firstname-87791	Upper Hutt     	4
1427	surname-92176  	firstname-80256	Lower Hutt     	2
1428	surname-52355  	firstname-81785	Upper Hutt     	5
1429	surname-44391  	firstname-86723	Upper Hutt     	0
1430	surname-46059  	firstname-27620	Upper Hutt     	3
1431	surname-17379  	firstname-44286	Lower Hutt     	1
1432	surname-24630  	firstname-52159	Wellington     	0
1433	surname-39296  	firstname-60118	Upper Hutt     	4
1434	surname-99773  	firstname-42445	Lower Hutt     	1
1435	surname-32349  	firstname-35812	Lower Hutt     	3
1436	surname-27731  	firstname-57341	Wellington     	2
1437	surname-38887  	firstname-64393	Wellington     	3
1438	surname-28491  	firstname-71331	Upper Hutt     	1
1439	surname-54937  	firstname-92834	Upper Hutt     	2
1440	surname-52911  	firstname-80055	Lower Hutt     	4
1441	surname-96839  	firstname-70105	Upper Hutt     	2
1442	surname-36969  	firstname-47327	Lower Hutt     	3
1443	surname-56758  	firstname-39070	Wellington     	0
1444	surname-17467  	firstname-41060	Upper Hutt     	2
1445	surname-68633  	firstname-66403	Upper Hutt     	2
1446	surname-46224  	firstname-97638	Wellington     	1
1447	surname-72742  	firstname-75738	Wellington     	2
1448	surname-31438  	firstname-55462	Wellington     	2
1449	surname-14747  	firstname-48011	Lower Hutt     	2
1450	surname-74753  	firstname-13576	Upper Hutt     	2
1451	surname-64499  	firstname-82827	Lower Hutt     	2
1452	surname-21807  	firstname-13965	Wellington     	2
1453	surname-24926  	firstname-55407	Lower Hutt     	1
1454	surname-13610  	firstname-54561	Lower Hutt     	3
1455	surname-49746  	firstname-42708	Upper Hutt     	3
1456	surname-41559  	firstname-19706	Upper Hutt     	1
1457	surname-45554  	firstname-91845	Upper Hutt     	2
1458	surname-45034  	firstname-53963	Lower Hutt     	1
1459	surname-49968  	firstname-77219	Lower Hutt     	0
1460	surname-99581  	firstname-45120	Upper Hutt     	3
1461	surname-96111  	firstname-65669	Upper Hutt     	1
1462	surname-46223  	firstname-28652	Upper Hutt     	0
1463	surname-29906  	firstname-48824	Wellington     	4
1464	surname-58327  	firstname-90771	Wellington     	4
1465	surname-36633  	firstname-22102	Upper Hutt     	3
1466	surname-62799  	firstname-90379	Wellington     	2
1467	surname-12227  	firstname-76760	Upper Hutt     	1
1468	surname-95435  	firstname-28378	Wellington     	1
1469	surname-52554  	firstname-19067	Lower Hutt     	1
1470	surname-10011  	firstname-56723	Upper Hutt     	2
1471	surname-38122  	firstname-96221	Lower Hutt     	3
1472	surname-40489  	firstname-25802	Upper Hutt     	2
1473	surname-93911  	firstname-27589	Lower Hutt     	3
1474	surname-10065  	firstname-17852	Lower Hutt     	1
1475	surname-28872  	firstname-18879	Wellington     	3
1476	surname-38378  	firstname-16478	Upper Hutt     	3
1477	surname-28022  	firstname-39766	Lower Hutt     	6
1478	surname-18166  	firstname-36767	Lower Hutt     	2
1479	surname-81391  	firstname-33256	Upper Hutt     	3
1480	surname-99393  	firstname-68665	Upper Hutt     	1
1481	surname-30786  	firstname-75466	Lower Hutt     	0
1482	surname-57303  	firstname-30611	Upper Hutt     	4
1483	surname-68904  	firstname-55730	Lower Hutt     	1
1484	surname-64048  	firstname-37816	Wellington     	1
1485	surname-37915  	firstname-29361	Upper Hutt     	2
1486	surname-59163  	firstname-66339	Upper Hutt     	2
1487	surname-52547  	firstname-49741	Upper Hutt     	2
1488	surname-93179  	firstname-94575	Lower Hutt     	2
1489	surname-21580  	firstname-72821	Lower Hutt     	3
1490	surname-99367  	firstname-71676	Lower Hutt     	1
1491	surname-29801  	firstname-29823	Upper Hutt     	4
1492	surname-15347  	firstname-31477	Wellington     	3
1493	surname-14693  	firstname-99806	Upper Hutt     	3
1494	surname-65581  	firstname-99747	Wellington     	2
1495	surname-73963  	firstname-34135	Lower Hutt     	0
1496	surname-51344  	firstname-24506	Wellington     	2
1497	surname-85335  	firstname-63920	Upper Hutt     	1
1498	surname-54241  	firstname-58708	Wellington     	1
1499	surname-93118  	firstname-56080	Wellington     	1
1500	surname-30573  	firstname-60734	Wellington     	2
1501	surname-15261  	firstname-73871	Lower Hutt     	3
1502	surname-70110  	firstname-70836	Wellington     	1
1503	surname-38023  	firstname-44114	Upper Hutt     	2
1504	surname-10844  	firstname-85669	Lower Hutt     	3
1505	surname-32615  	firstname-91052	Upper Hutt     	3
1506	surname-27400  	firstname-97029	Wellington     	1
1507	surname-90732  	firstname-68804	Lower Hutt     	2
1508	surname-36801  	firstname-43324	Wellington     	5
1509	surname-14322  	firstname-88770	Wellington     	1
1510	surname-33854  	firstname-74987	Lower Hutt     	4
1511	surname-70240  	firstname-60832	Wellington     	1
1512	surname-17862  	firstname-72795	Lower Hutt     	1
1513	surname-49617  	firstname-40482	Lower Hutt     	2
1514	surname-10592  	firstname-99998	Upper Hutt     	2
1515	surname-37844  	firstname-93249	Wellington     	3
1516	surname-60111  	firstname-28438	Wellington     	0
1517	surname-91398  	firstname-70630	Wellington     	2
1518	surname-85675  	firstname-12407	Upper Hutt     	3
1519	surname-86120  	firstname-49983	Lower Hutt     	0
1520	surname-30284  	firstname-98465	Wellington     	3
1521	surname-67862  	firstname-16069	Upper Hutt     	1
1522	surname-88923  	firstname-95671	Upper Hutt     	3
1523	surname-34655  	firstname-78501	Lower Hutt     	1
1524	surname-66048  	firstname-34339	Upper Hutt     	2
1525	surname-36224  	firstname-38068	Wellington     	3
1526	surname-77901  	firstname-12519	Lower Hutt     	2
1527	surname-28325  	firstname-83351	Lower Hutt     	0
1528	surname-91566  	firstname-62896	Lower Hutt     	4
1529	surname-30569  	firstname-41546	Upper Hutt     	0
1530	surname-21416  	firstname-65309	Lower Hutt     	3
1531	surname-78501  	firstname-94881	Wellington     	2
1532	surname-20654  	firstname-89791	Wellington     	4
1533	surname-54967  	firstname-69194	Upper Hutt     	3
1534	surname-83902  	firstname-79202	Wellington     	1
1535	surname-37701  	firstname-44049	Lower Hutt     	3
1536	surname-37925  	firstname-44440	Upper Hutt     	2
1537	surname-90716  	firstname-37181	Upper Hutt     	0
1538	surname-56674  	firstname-66039	Lower Hutt     	1
1539	surname-61466  	firstname-65497	Lower Hutt     	1
1540	surname-49671  	firstname-15044	Lower Hutt     	5
1541	surname-53390  	firstname-83287	Wellington     	3
1542	surname-82381  	firstname-74987	Wellington     	1
1543	surname-79296  	firstname-54337	Lower Hutt     	0
1544	surname-77222  	firstname-18535	Wellington     	5
1545	surname-76935  	firstname-89218	Lower Hutt     	5
1546	surname-52417  	firstname-21455	Wellington     	3
1547	surname-53235  	firstname-93858	Upper Hutt     	0
1548	surname-46537  	firstname-57894	Wellington     	1
1549	surname-80917  	firstname-45532	Lower Hutt     	2
1550	surname-20137  	firstname-20810	Lower Hutt     	5
1551	surname-75242  	firstname-98702	Upper Hutt     	1
1552	surname-33521  	firstname-82343	Lower Hutt     	3
1553	surname-41940  	firstname-12187	Wellington     	2
1554	surname-20261  	firstname-30810	Upper Hutt     	1
1555	surname-97129  	firstname-68309	Upper Hutt     	1
1556	surname-24227  	firstname-31819	Wellington     	2
1557	surname-96061  	firstname-52418	Lower Hutt     	5
1558	surname-83975  	firstname-75858	Lower Hutt     	2
1559	surname-31441  	firstname-78461	Lower Hutt     	1
1560	surname-64223  	firstname-39549	Lower Hutt     	1
1561	surname-36784  	firstname-19138	Lower Hutt     	2
1562	surname-97046  	firstname-86932	Lower Hutt     	1
1563	surname-10664  	firstname-32386	Wellington     	1
1564	surname-95960  	firstname-27764	Wellington     	1
1565	surname-81368  	firstname-79903	Wellington     	0
1566	surname-61917  	firstname-82877	Wellington     	0
1567	surname-45621  	firstname-66894	Lower Hutt     	1
1568	surname-31581  	firstname-67957	Wellington     	3
1569	surname-28625  	firstname-32826	Wellington     	3
1570	surname-25220  	firstname-25176	Upper Hutt     	2
1571	surname-18031  	firstname-56312	Upper Hutt     	2
1572	surname-48722  	firstname-14887	Lower Hutt     	2
1573	surname-43027  	firstname-43197	Upper Hutt     	0
1574	surname-61857  	firstname-37923	Wellington     	2
1575	surname-56389  	firstname-95137	Wellington     	5
1576	surname-23264  	firstname-36133	Upper Hutt     	1
1577	surname-42984  	firstname-93420	Upper Hutt     	1
1578	surname-79386  	firstname-44056	Wellington     	0
1579	surname-69763  	firstname-22185	Upper Hutt     	3
1580	surname-26146  	firstname-51879	Lower Hutt     	3
1581	surname-55779  	firstname-45591	Wellington     	1
1582	surname-82856  	firstname-23184	Wellington     	4
1583	surname-19052  	firstname-88340	Wellington     	1
1584	surname-62528  	firstname-70228	Upper Hutt     	2
1585	surname-90847  	firstname-86894	Wellington     	1
1586	surname-75938  	firstname-76153	Lower Hutt     	1
1587	surname-45472  	firstname-88942	Lower Hutt     	1
1588	surname-32403  	firstname-75887	Lower Hutt     	1
1589	surname-67029  	firstname-51960	Wellington     	1
1590	surname-46603  	firstname-33835	Upper Hutt     	0
1591	surname-21350  	firstname-37747	Upper Hutt     	1
1592	surname-64694  	firstname-58026	Upper Hutt     	1
1593	surname-76653  	firstname-38660	Upper Hutt     	2
1594	surname-30353  	firstname-76166	Lower Hutt     	3
1595	surname-85616  	firstname-77931	Wellington     	2
1596	surname-75445  	firstname-82049	Wellington     	2
1597	surname-11800  	firstname-81738	Upper Hutt     	5
1598	surname-19006  	firstname-82274	Lower Hutt     	5
1599	surname-92869  	firstname-63458	Upper Hutt     	1
1600	surname-65385  	firstname-40941	Wellington     	0
1601	surname-85719  	firstname-75261	Lower Hutt     	0
1602	surname-36380  	firstname-33950	Lower Hutt     	3
1603	surname-64408  	firstname-28401	Upper Hutt     	3
1604	surname-69352  	firstname-61262	Wellington     	2
1605	surname-21382  	firstname-40022	Wellington     	1
1606	surname-24174  	firstname-74456	Upper Hutt     	2
1607	surname-45575  	firstname-82098	Lower Hutt     	1
1608	surname-39908  	firstname-39573	Upper Hutt     	5
1609	surname-97563  	firstname-66052	Upper Hutt     	1
1610	surname-25121  	firstname-33605	Upper Hutt     	1
1611	surname-20380  	firstname-35208	Upper Hutt     	5
1612	surname-25652  	firstname-64750	Lower Hutt     	4
1613	surname-66289  	firstname-85696	Wellington     	3
1614	surname-58306  	firstname-88000	Upper Hutt     	4
1615	surname-25858  	firstname-16327	Lower Hutt     	3
1616	surname-99185  	firstname-76013	Upper Hutt     	2
1617	surname-27842  	firstname-36458	Upper Hutt     	2
1618	surname-90111  	firstname-71710	Wellington     	1
1619	surname-13208  	firstname-16057	Lower Hutt     	0
1620	surname-62656  	firstname-32846	Upper Hutt     	2
1621	surname-40264  	firstname-73993	Lower Hutt     	2
1622	surname-62095  	firstname-14005	Lower Hutt     	1
1623	surname-72546  	firstname-35772	Wellington     	4
1624	surname-16468  	firstname-47565	Wellington     	3
1625	surname-31564  	firstname-37523	Lower Hutt     	1
1626	surname-59912  	firstname-15237	Upper Hutt     	0
1627	surname-92106  	firstname-42104	Wellington     	3
1628	surname-12521  	firstname-60380	Lower Hutt     	3
1629	surname-69351  	firstname-54269	Upper Hutt     	2
1630	surname-96144  	firstname-54255	Wellington     	3
1631	surname-95459  	firstname-95597	Wellington     	5
1632	surname-13992  	firstname-25222	Upper Hutt     	2
1633	surname-89235  	firstname-60410	Lower Hutt     	1
1634	surname-54681  	firstname-69277	Upper Hutt     	1
1635	surname-54907  	firstname-24976	Upper Hutt     	2
1636	surname-86719  	firstname-93653	Lower Hutt     	2
1637	surname-93052  	firstname-75433	Wellington     	2
1638	surname-13929  	firstname-84656	Upper Hutt     	2
1639	surname-86107  	firstname-87347	Upper Hutt     	1
1640	surname-15229  	firstname-13152	Lower Hutt     	1
1641	surname-28562  	firstname-19689	Upper Hutt     	3
1642	surname-32675  	firstname-44481	Upper Hutt     	1
1643	surname-20938  	firstname-13535	Wellington     	2
1644	surname-80705  	firstname-19977	Lower Hutt     	2
1645	surname-62181  	firstname-95685	Wellington     	3
1646	surname-41784  	firstname-55782	Upper Hutt     	2
1647	surname-66257  	firstname-77598	Lower Hutt     	2
1648	surname-51381  	firstname-86583	Upper Hutt     	2
1649	surname-16007  	firstname-60348	Lower Hutt     	1
1650	surname-63048  	firstname-66988	Wellington     	5
1651	surname-54215  	firstname-76472	Upper Hutt     	3
1652	surname-50313  	firstname-48900	Wellington     	1
1653	surname-66637  	firstname-53435	Lower Hutt     	1
1654	surname-16541  	firstname-22799	Wellington     	1
1655	surname-29955  	firstname-22453	Upper Hutt     	0
1656	surname-66195  	firstname-57709	Upper Hutt     	1
1657	surname-64661  	firstname-56817	Upper Hutt     	2
1658	surname-58959  	firstname-86624	Lower Hutt     	2
1659	surname-63719  	firstname-13127	Upper Hutt     	3
1660	surname-42962  	firstname-31863	Lower Hutt     	2
1661	surname-59150  	firstname-45928	Lower Hutt     	2
1662	surname-99704  	firstname-19200	Upper Hutt     	1
1663	surname-78578  	firstname-22652	Lower Hutt     	4
1664	surname-21540  	firstname-12582	Lower Hutt     	2
1665	surname-55106  	firstname-96000	Wellington     	3
1666	surname-56069  	firstname-44941	Upper Hutt     	0
1667	surname-62042  	firstname-72695	Lower Hutt     	0
1668	surname-86367  	firstname-99425	Wellington     	5
